GeoName,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Indiana,    Rental and leasing services and lessors of nonfinancial intangible assets,Millions of current dollars,1490.2,1570.8,1739.7,1784.9,1955.2,1945.6,1849.8,1769.7,1871.6,2049.5,2121.1,2249.3,2053.2,1970.3,1676.7,1902.4,1871.9,2144.1,2185.9,2256.4,2382.6,2927.8,3270.4,3051.9,(NA)
Indiana,  Professional and business services,Millions of current dollars,10644.8,11703,12715.9,13715.2,14457.2,14957.8,15551.8,16543.8,17649.9,18801.8,19971.9,21582.9,20316.6,21728.5,23100.8,24108.4,25183.5,26189.4,27374.3,28588.7,30131.2,31992.4,33343.2,32768.1,36871.6
Indiana,"   Professional, scientific, and technical services",Millions of current dollars,5342.5,5993.8,6489.5,6649.7,7002.6,7417.4,7637.2,8084.1,8598.9,9201.2,9919.1,11191.4,10660.6,11115.9,11827,12210.5,12673.5,12923.4,13797,14500.8,15211.5,16387.6,17002.3,16915.2,18671.8
Indiana,    Legal services,Millions of current dollars,1060.8,1212.5,1267.8,1325.1,1423.2,1513,1608.4,1724.9,1770.7,1886.6,2062.6,2433.4,2189,2094.7,2233.9,2206.5,2147.8,2153.7,2304.7,2409.6,2467,2571.8,2745.5,2755.1,(NA)
Indiana,    Computer systems design and related services,Millions of current dollars,690.2,832.3,953.3,974.9,1030.9,965.1,1011,1057.1,1164.5,1265.8,1448.4,1627.2,1725.3,1893.3,2205.4,2411.9,2758.2,2647.3,2925.4,3136,3255.3,3535.4,3713.9,3688.3,(NA)
Indiana,"    Miscellaneous professional, scientific, and technical services",Millions of current dollars,3591.4,3949,4268.3,4349.7,4548.4,4939.4,5017.8,5302.1,5663.7,6048.9,6408.1,7130.8,6746.3,7127.8,7387.7,7592.1,7767.5,8122.4,8567,8955.2,9489.2,10280.4,10542.8,10471.7,(NA)
Indiana,   Management of companies and enterprises,Millions of current dollars,1880.7,1935.2,2080.3,2447.9,2619.1,2491.3,2595.9,2695,2760.7,2925.1,3050.8,3124.4,2929.7,3096.4,3283.6,3484.7,3817.3,4003.8,4245,4532.1,4677.9,4783,4895.5,4879.7,5346.5
Indiana,   Administrative and support and waste management and remediation services,Millions of current dollars,3421.6,3774,4146.2,4617.5,4835.4,5049.1,5318.7,5764.7,6290.3,6675.5,7002,7267.1,6726.3,7516.2,7990.2,8413.3,8692.7,9262.2,9332.3,9555.8,10241.8,10821.8,11445.5,10973.2,12853.3
Indiana,    Administrative and support services,Millions of current dollars,3010.1,3327.7,3652,4058.8,4242.4,4436.5,4673.4,5124,5604,5998.4,6250.6,6425.8,5932.2,6510.9,7062.1,7446.8,7719.5,8215.3,8272.2,8422,9017,9473.5,10032.1,9568.5,(NA)
Indiana,    Waste management and remediation services,Millions of current dollars,411.5,446.3,494.2,558.7,593.1,612.6,645.2,640.7,686.3,677.1,751.4,841.3,794.1,1005.3,928.2,966.5,973.2,1047,1060.1,1133.8,1224.8,1348.3,1413.4,1404.8,(NA)
Indiana,"  Educational services, health care, and social assistance",Millions of current dollars,11831.2,12544.6,13315.7,14347.2,15479,16370.8,17333.6,18442,19488.9,20810.2,21428.9,23253.2,24489.5,25353.7,26079.6,27504.2,28178.6,28889.8,30330.5,32223.3,33605.2,34881.2,36540.1,35356.2,37716.7
Indiana,   Educational services,Millions of current dollars,1251.6,1298.2,1420.5,1568.8,1671.9,1746.2,1866.1,2059.5,2194.9,2417.9,2481.6,2741.9,3065.4,3208.8,3307.3,3441.1,3465.1,3595.2,3646.2,3813,3775.3,3947.8,4116.8,3639.1,3715.9
Indiana,   Health care and social assistance,Millions of current dollars,10579.6,11246.4,11895.2,12778.5,13807.1,14624.7,15467.5,16382.6,17294,18392.2,18947.3,20511.3,21424.1,22145,22772.3,24063.1,24713.5,25294.5,26684.3,28410.3,29829.9,30933.4,32423.3,31717.1,34000.8
Indiana,    Ambulatory health care services,Millions of current dollars,5088.2,5455.9,5673.2,6058.6,6577.6,6945.4,7331.1,7814.8,8277.8,8752.5,8929.2,9672.2,9945,10387.1,10775.3,11366.9,11890.2,12252.8,12976.2,13841.2,14431.6,14858.8,15617.5,15063.7,(NA)
Indiana,    Hospitals,Millions of current dollars,3336.9,3496.9,3721.3,4033.2,4374.8,4703.3,4968.1,5267.3,5611.4,6066.3,6268.9,6824,7320.4,7532.2,7828.6,8387.4,8373.7,8331.3,8816.8,9412.2,10139.8,10553.8,11042.5,11016.7,(NA)
Indiana,    Nursing and residential care facilities,Millions of current dollars,1464.7,1515.2,1626.8,1716.2,1795.3,1863.3,1951.6,2038.6,2098.4,2243.2,2332.4,2535.8,2666.2,2738,2761,2857,2923.4,3023.9,3088.8,3244.5,3263.6,3459.1,3606.2,3599.2,(NA)
Indiana,    Social assistance,Millions of current dollars,689.8,778.4,873.9,970.5,1059.3,1112.7,1216.7,1261.9,1306.4,1330.2,1416.8,1479.3,1492.6,1487.7,1407.4,1451.8,1526.2,1686.6,1802.5,1912.4,1995,2061.7,2157.2,2037.6,(NA)
Indiana,"  Arts, entertainment, recreation, accommodation, and food services",Millions of current dollars,5355,5896.7,6537.6,7080.8,7174.5,7440.6,7814,8298.4,8497.2,8893.6,9018.2,9197.6,9122.5,9405.9,9584,10557.7,10878,11457.7,12221,12817.3,13192,14122.7,13818.2,11773.3,14360.4
Indiana,"   Arts, entertainment, and recreation",Millions of current dollars,1774.4,2108.9,2346,2611.7,2529.3,2665.4,2876.6,3039.8,2984.8,3013.2,3083.4,3155.8,3178.9,3278.1,3206,3474.1,3613.6,3702.3,3717.5,3731,3829.5,4037.3,4185.6,3346.9,4033.4
Indiana,"    Performing arts, spectator sports, museums, and related activities",Millions of current dollars,453.4,692.6,771.9,886.4,916.5,974.2,1086.9,1154.5,1187.6,1227.8,1313,1289.2,1335.7,1376.1,1259.4,1289.4,1516.6,1594.1,1640.9,1624.9,1685.6,1784.9,1932.1,1422,(NA)
Indiana,"    Amusement, gambling, and recreation industries",Millions of current dollars,1321,1416.3,1574.1,1725.3,1612.7,1691.1,1789.6,1885.3,1797.2,1785.4,1770.4,1866.6,1843.2,1901.9,1946.6,2184.7,2097,2108.1,2076.6,2106.1,2143.9,2252.4,2253.5,1924.9,(NA)
Indiana,   Accommodation and food services,Millions of current dollars,3580.6,3787.8,4191.6,4469.1,4645.2,4775.3,4937.4,5258.6,5512.4,5880.5,5934.8,6041.8,5943.6,6127.8,6378,7083.6,7264.5,7755.4,8503.4,9086.3,9362.5,10085.5,9632.6,8426.4,10327.1
Indiana,    Accommodation,Millions of current dollars,650.2,663.5,743.8,816.3,798.8,797.5,791.8,803.9,854.5,1038.5,1015,1032.5,944.3,986.1,1096.6,1239.4,1201.2,1393.5,1577.4,1828.3,1897.4,2304.4,1554,1110.1,(NA)
Indiana,    Food services and drinking places,Millions of current dollars,2930.4,3124.3,3447.8,3652.9,3846.4,3977.8,4145.6,4454.7,4657.9,4842,4919.7,5009.3,4999.3,5141.7,5281.4,5844.1,6063.3,6361.9,6926,7258,7465,7781.1,8078.6,7316.3,(NA)
Indiana,  Other services (except government and government enterprises),Millions of current dollars,4828,5116.9,5427.9,5824.9,5479.4,5858.3,5795.9,6031.6,6262.8,6480.7,6450.8,6412.8,6243,6342.5,6354.4,6690.2,6834.3,7185.7,7422.4,7606.9,7784.2,8233.5,8562.5,8145.6,8726.4
Indiana, Government and government enterprises,Millions of current dollars,16918.1,17607.9,18573.7,19654.8,20162.5,20878.6,21886.2,23014,24022.3,28185.7,25786.7,27108.6,27785.8,28008.7,28104.6,28176.8,27966.6,30542.8,31246.3,32181.5,33773.8,35478.9,36470.6,37773.1,39349.5
Indiana,  Federal civilian,Millions of current dollars,2579.5,2668.9,2802.1,3102.1,2970.9,3081.3,3229.6,3382.5,3471.3,3619.3,3779.5,3876.8,4003.2,4302.9,4178.1,4193.1,4027.4,4198.1,4473.7,4648.5,4882.7,5124.6,5307.8,5727.8,5634.7
Indiana,  Military,Millions of current dollars,841.2,872.5,914.8,929.9,874.5,918.6,1111,1146,1261.4,1253.3,1308.1,1442.7,1535.7,1509.3,1430.4,1330,1287.8,1228.8,1194.8,1203.9,1206.1,1191,1236.2,1267.1,1689.7
Indiana,  State and local,Millions of current dollars,13497.5,14066.5,14856.8,15622.8,16317.2,16878.7,17545.6,18485.5,19289.6,23313.1,20699.1,21789,22246.8,22196.5,22496,22653.7,22651.4,25115.9,25577.7,26329.1,27684.9,29163.2,29926.6,30778.3,32025.1
Indiana,Natural resources and mining,Millions of current dollars,3281.4,2856.4,2239.8,2547.5,2880.3,2690.4,3402,4132.8,3075.2,3511.3,4350.2,5241.5,4462.2,4780,6366.9,5787.5,9035.1,6962.1,5047,4975.7,5408.1,5441.4,4279.6,5467,9949.9
Indiana,Trade,Millions of current dollars,20968.1,22549.5,23219.6,24087.3,24510.5,24960.2,26131.3,27278.7,29013.1,30118.4,30484.6,31102.7,29977.7,31463.9,32794.7,34217.1,35450.5,36413.8,37924.6,38586.5,39078.4,41141,42130.6,42793.6,48254.5
Indiana,Transportation and utilities,Millions of current dollars,9371,9827.5,10579.3,10831.7,10630.1,10483.5,10956.4,11802.5,12781.9,14285.7,13916,14580,14276.4,15404.6,15913.6,16369.4,16831.1,17567.5,17922.7,18319.4,18853.1,19650.8,20521.1,19957.4,22436
Indiana,Manufacturing and information,Millions of current dollars,54850.7,61464.4,63343.7,65385.9,62032.3,66655.7,70675.2,75814.5,74895.6,75021.2,85976.2,86060.1,75262.5,87999.9,89372.8,89116,94901.7,99965.5,96847.7,97970.9,100837.8,106891.4,105583.9,101010.1,117975
Indiana,Private goods-producing industries 2/,Millions of current dollars,61668.8,68571.3,70084.6,73180.9,70005.9,73993.4,78948.8,84917.8,83368.4,84086.3,96264.8,96229,83184.8,95993.6,100061.1,100536.5,109114,112273.7,107898.2,109982.6,114780.3,121918.4,120615.3,117657.5,139986.6
Indiana,Private services-providing industries 3/,Millions of current dollars,91844.9,98180.6,104488.9,110965.3,115302.6,117965.7,124607.7,131811.8,140779.8,147330.7,151458,152201.1,152356.2,158559.8,163190.5,171800.6,175057.8,185141.8,192801.2,198336.5,204596.2,216121,223934.4,219906.1,241003.1
Iowa,All industry total,Millions of current dollars,82720.4,84644,87782.4,93112,94837.8,98557,105123.3,117188.5,123190.9,127896.3,137930.2,137548.5,136894.6,142233.9,148477.6,158538.4,162200.3,173095.9,180299.3,181011.4,183549.8,190403.1,194322.6,194267.6,219841.7
Iowa, Private industries,Millions of current dollars,73143.9,74521.3,77117.6,81985.8,83140.8,86455.4,92473.3,104005.6,109320.8,113367.9,122804.4,121651.2,119983.8,124759.3,130894.4,140511.6,143509.5,153538.2,159989,159970.1,162090.9,168164.1,171529.8,171092.8,195772.8
Iowa,"  Agriculture, forestry, fishing and hunting",Millions of current dollars,5290.8,3627.5,2319.5,2972.2,2970.2,3801.6,3974.9,6875.3,4971.8,4933.8,6599.3,7718.2,5976.8,6387.6,10617.2,10470.8,12833.9,11153.7,9048.6,7585.1,8427.5,8872.9,8214.2,7454.6,18179
Iowa,   Farms,Millions of current dollars,5084.4,3392.9,2083.5,2713.7,2707.7,3556.1,3709.6,6596.4,4702.8,4600.4,6279.2,7377,5632,5954.2,10192.5,9981.6,12341,10655.1,8537.2,7047.1,7870.8,8262.2,7568.8,6864.4,(NA)
Iowa,"   Forestry, fishing, and related activities",Millions of current dollars,206.4,234.6,236,258.4,262.5,245.5,265.2,278.9,269,333.4,320.2,341.2,344.8,433.4,424.7,489.3,492.9,498.6,511.4,537.9,556.7,610.7,645.4,590.1,(NA)
Iowa,"  Mining, quarrying, and oil and gas extraction",Millions of current dollars,158.4,186.8,192.9,192,171.1,183.1,196.4,235.5,279.6,329.8,325.8,372.3,300.8,314.3,303.7,342.2,314.8,348.7,332.9,290.7,414.4,441.8,535.3,478.5,775
Iowa,   Oil and gas extraction,Millions of current dollars,0.9,0.6,0.6,0.7,(L),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(NA)
Iowa,   Mining (except oil and gas),Millions of current dollars,155,183.5,189.2,187.7,169.8,181.8,195.2,234.3,277.5,328.2,324.2,368.6,297.6,310.6,299.7,338.4,310.5,343.9,327.6,286.9,408.5,435.5,528.2,472.7,(NA)
Iowa,   Support activities for mining,Millions of current dollars,2.5,2.7,3.1,3.6,1.3,1.3,1.2,1.2,2.1,1.6,1.6,3.7,3.3,3.7,4,3.8,4.3,4.7,5.3,3.8,5.9,6.3,7.1,5.8,(NA)
Iowa,  Utilities,Millions of current dollars,1945.5,1888.6,2088.4,2045.1,2080.3,2029.8,2008.7,2124.1,2175.8,2562.8,2646,3200.5,3286.6,3122.9,2689,2802.3,2863.5,2972.3,2955.4,3140.1,3142.4,3204.6,3439.7,3486.2,3656.8
Iowa,  Construction,Millions of current dollars,3073.7,3445.8,3648.7,3664.8,3733.4,3773.2,4117.2,4614.1,5119.6,5484.8,5656.4,5603.2,5435.8,5161.4,5422.9,5871,6208.8,6992.3,7654.4,8371.5,8003,8272.4,8573.3,8596.5,8768.1
Iowa,  Manufacturing,Millions of current dollars,18716,18686,19901.6,20340.3,20364.3,20975.5,21835.7,24017.2,24276.1,26174.5,26212.6,26732.8,25337.9,26849.4,26092.4,29568.7,29534.8,33259.8,34344,30556.4,32427.3,34172.1,33977,33575.1,37686.7
Iowa,   Durable goods manufacturing,Millions of current dollars,10396.7,10929.6,11087.4,11028.5,10781.9,11194.1,11160.1,13408.4,14384,14993,14994.8,14191.5,12064.6,13689.1,13466.5,17731,15455.8,18784.9,18556.1,15606.6,17519.1,18445.9,19094.4,18310.7,19655.1
Iowa,    Wood product manufacturing,Millions of current dollars,450.1,508.1,488.9,538.8,661.2,594.3,680,723.6,727.9,699.7,664.5,622.3,504.1,529,525.1,545.4,607.1,618.6,728.1,816.2,905.9,1000.4,1134.8,1160.7,(NA)
Iowa,    Nonmetallic mineral product manufacturing,Millions of current dollars,667,687,741.8,740.5,738.6,705.1,701,844.1,818.6,900.5,723.1,653,609,603.6,607.1,733.2,751.7,858.7,1117.1,1164.5,1306.1,1053.4,919.3,955.7,(NA)
Iowa,    Primary metal manufacturing,Millions of current dollars,650.7,837.6,1130,513.6,438.4,632.5,512.7,708,990.5,944.4,1045.9,1054,663,757.7,1031.9,859.2,1012,947,1078.4,923.1,1130.9,1307.8,1372.1,1183.8,(NA)
Iowa,    Fabricated metal product manufacturing,Millions of current dollars,1306.4,1382.8,1359.3,1409.9,1284.2,1250.8,1255.2,1422.5,1501.4,1591.9,1635.9,1717.8,1392.5,1345.6,1439,1658.9,1756.8,1784,1973,1717.6,2021.1,2098.2,2246.6,2026,(NA)
Iowa,    Machinery manufacturing,Millions of current dollars,3727.2,3982.3,3162.7,3598.5,3517,4166.5,3626.7,4994.8,5546.4,5599.9,5649.8,5361.6,4962.4,5778.8,4839.7,8926.9,6351.8,9297.5,8105.4,5734.4,6808.9,6918.6,7695.2,7412.9,(NA)
Iowa,    Computer and electronic product manufacturing,Millions of current dollars,852.5,768.1,974.6,884,927.9,653.3,1023.5,1136.7,1181.2,1233,1500,1590.9,1606.1,1834.7,1923.2,1639.6,1829,2008.6,2011.1,1872.7,1959.4,2298.4,2004.5,2035.1,(NA)
Iowa,"    Electrical equipment, appliance, and component manufacturing",Millions of current dollars,936.5,802,1117,932.4,1043.9,854.1,1161.3,1084.2,1060,1519,1326.5,1051.4,790.6,718.5,563.2,616.7,810.9,645.8,877.4,800.7,888.9,1112.5,1069.4,1003,(NA)
Iowa,"    Motor vehicles, bodies and trailers, and parts manufacturing",Millions of current dollars,873.4,997.8,1017.7,1246.8,1083.5,1166.3,1118.8,1338.2,1253.4,1156.5,1091.5,858.6,282.9,834.8,1223.6,1109,1110.4,1204.1,1098.3,921.8,889.6,912.6,895.1,876.6,(NA)
Iowa,    Other transportation equipment manufacturing,Millions of current dollars,50,56.3,95.7,88.8,127,118.8,124.6,132.2,161,176.9,192.1,202,203,233.1,244.4,278.3,259,299.6,368.2,393.7,351.7,332.9,339.5,234.6,(NA)
Iowa,    Furniture and related product manufacturing,Millions of current dollars,525.9,542.1,617.4,744.1,641,738.1,668.6,717.9,848.9,896.6,876.4,721.6,585.4,569,611.9,704.8,536.9,716.6,823.6,854.3,818.1,827.6,833,779.7,(NA)
Iowa,    Miscellaneous manufacturing,Millions of current dollars,357.1,365.6,382.4,331.2,319.2,314.5,287.8,306.1,294.8,274.6,289.1,358.3,465.7,484.3,457.4,659,430.1,404.3,375.4,407.5,438.6,583.5,584.8,642.6,(NA)
Iowa,   Nondurable goods manufacturing,Millions of current dollars,8319.2,7756.4,8814.1,9311.8,9582.4,9781.4,10675.6,10608.8,9892,11181.4,11217.8,12541.3,13273.3,13160.3,12625.9,11837.6,14079,14475,15787.9,14949.8,14908.2,15726.2,14882.6,15264.5,18031.6
Iowa,    Food and beverage and tobacco product manufacturing,Millions of current dollars,4021.1,3804.2,4316.9,4240.2,4443.5,4491.3,5313.5,5287.1,4791.7,5022.1,5662,6204.7,7377.3,6712,5865.6,5854.3,6069.2,6024.3,7456.2,7540.2,6651.1,7245.8,7309.2,7992.8,(NA)
Iowa,    Textile mills and textile product mills,Millions of current dollars,33.7,38.7,50.7,55.5,44.4,39.8,27.8,49.6,40.3,39.8,49.7,56.9,59.5,59.1,57.3,70.1,64.1,56.8,54.6,52.4,53,54.6,60.1,53.1,(NA)
Iowa,"    Apparel, leather, and allied product manufacturing",Millions of current dollars,116,127.6,137.9,121.7,109,118.5,92.9,90.1,69.8,64.5,71.1,68.8,51.2,54.8,65,54,48.6,42.4,49,53.7,58.3,68.2,69.9,76.9,(NA)
Iowa,    Paper manufacturing,Millions of current dollars,410.2,477.1,580.6,603.1,633.3,515.3,579.7,606.5,593.2,676.2,584.3,505,635.4,700.9,643.2,588.2,765.5,801.3,855.4,780,712.2,761.8,504,517.7,(NA)
Iowa,    Printing and related support activities,Millions of current dollars,427,416.7,498.1,479.5,499,488.1,504.6,488.8,501.3,517.5,579.9,581.6,550.1,549.4,533.4,487.5,525.6,513.1,508.3,546.1,495.6,539.8,572.4,541.2,(NA)
Iowa,    Petroleum and coal products manufacturing,Millions of current dollars,98,124.2,84.3,96.7,119.5,99.5,141.2,105,116.2,86.6,87.9,127,120.3,117.3,146.7,180.5,191.7,250.7,257.4,145.8,166.6,335.5,261.8,199.9,(NA)
Iowa,    Chemical manufacturing,Millions of current dollars,2160.1,1746.7,1979.8,2669,2902.3,3153,3111.8,3105.5,2885.2,3867.3,3215.2,4111,3566.3,4011.1,4260.6,3514.9,5315.4,5733.5,5453.7,4687.6,5581,5382.8,4791.2,4639.4,(NA)
Iowa,    Plastics and rubber products manufacturing,Millions of current dollars,1053.1,1021.2,1165.8,1046.1,831.4,875.8,904,876.3,894.4,907.4,967.6,886.2,913.2,955.6,1054.2,1088,1098.9,1052.9,1153.2,1143.9,1190.2,1337.7,1314,1243.5,(NA)
Iowa,  Wholesale trade,Millions of current dollars,5348,5456.3,5694.9,5479.3,5226.4,5289.4,5417.1,6000,6682,7051.9,7554.2,8404.3,8404.2,8882.5,9303.1,10172.1,10569.9,10803.6,10795,10864.9,11077.3,11388,11603.4,11458.7,12533.3
Iowa,  Retail trade,Millions of current dollars,5831.1,6175.3,6302.8,6524.6,6727.1,6889.5,7117.2,7221.9,7342.5,7436.7,7481.1,7755.5,7940,8067,8255.9,8646.6,8668.6,8652.9,9042,9465.2,9566.2,9737.6,10072.8,10348.1,11517.5
Iowa,  Transportation and warehousing,Millions of current dollars,2270.6,2563.6,2755.4,2966.4,2933.3,2992.8,3284.4,3809.2,4187.6,4602,4668.2,4808.5,4568.2,4748.7,4881.1,5115.9,5180.8,5468.8,5722.8,5652.4,5912.3,6236,6329.9,5912.8,6676
Iowa,   Air transportation,Millions of current dollars,54.6,53.5,58.3,51,23,33.1,41.3,46.2,64.7,54.9,57,56.2,71,93.5,87.9,94.9,75.9,89.2,100.9,100.9,135.8,130.3,137.1,25.6,(NA)
Iowa,   Rail transportation,Millions of current dollars,414.8,469,472.5,504.3,516.5,471.8,510.5,605.9,684.8,848.2,877.5,992.2,854,876.7,903.2,970.1,995,1074.6,1056.9,941.7,976.5,1030.5,990.9,864.8,(NA)
Iowa,   Water transportation,Millions of current dollars,23.1,24.2,40.4,52.6,44.5,34,26.4,22.4,20.3,30.5,30.4,33.2,29.2,25.7,25.5,17.6,20.6,21.6,19.2,18.9,16.5,16.9,16.7,17.2,(NA)
Iowa,   Truck transportation,Millions of current dollars,1091.6,1228.6,1386.3,1496.4,1477.5,1522.8,1742.1,2071.9,2260.5,2446.9,2435.4,2378.3,2240.6,2367.3,2481.1,2585.7,2549.8,2702.6,2936.4,2929.1,3074.3,3242.6,3267.2,3149.5,(NA)
Iowa,   Transit and ground passenger transportation,Millions of current dollars,46.6,48.2,62.2,64.1,57.3,57.5,56.9,65.2,71.2,87.9,95.5,105.4,105.7,111.6,121.2,130.6,137.4,147.1,147.3,144.1,151.5,139.5,138.8,94.4,(NA)
Iowa,   Pipeline transportation,Millions of current dollars,24.1,44.4,37.5,27.5,29.8,36.5,43.3,59.5,65.1,69.3,73.2,77.6,76.3,85.6,75.5,84.6,88.8,86.1,89.7,97.2,99,109.6,110.8,108.9,(NA)
Iowa,   Other transportation and support activities,Millions of current dollars,341.1,350,342.4,387.8,411.9,422.4,418.4,463.9,493.5,500.5,484.8,518.3,489,493.7,513.5,517.6,527.2,548.2,598.7,625.8,653.9,720.2,784.4,846.1,(NA)
Iowa,   Warehousing and storage,Millions of current dollars,274.7,345.7,355.7,382.7,372.9,414.6,445.5,474.2,527.6,563.8,614.5,647.2,702.3,694.6,673.2,714.8,786.1,799.3,773.6,794.7,804.9,846.4,884.1,806.3,(NA)
Iowa,  Information,Millions of current dollars,2789.4,2895.1,2969.6,2847.7,2817.2,3068.4,3336.2,3806.9,4013.4,4194.9,4520.6,4686.4,4857.8,4925.7,4788.8,4444.3,4509,4502.7,4647.8,4507.6,4547.3,4680.6,4803,4571.3,4705.2
Iowa,   Publishing industries (except Internet),Millions of current dollars,763.8,720.6,857,726.5,697.1,856.9,1014.8,1211,1335.8,1416.5,1754.3,1649.4,1543.4,1458.6,1464.2,1411.5,1401.2,1357.1,1319.4,1349.1,1397.2,1400.7,1412.3,1349,(NA)
Iowa,   Motion picture and sound recording industries,Millions of current dollars,90,111.7,139.4,123.4,115.9,137.6,152.7,178.9,138.3,169.6,180.9,175.1,194.4,161,151.2,163.2,171.4,158.5,156.8,161.3,160.1,145.7,148.8,107.2,(NA)
Iowa,   Broadcasting (except Internet) and telecommunications,Millions of current dollars,1612.5,1697,1673.1,1797.1,1626.5,1486,1545.2,1680.2,1819.3,1867.3,1959.9,2076.1,2291.3,2392.8,2137,2072.9,2119,2006.1,2134.8,2112.7,2128.1,2150.7,2168.5,2064.2,(NA)
Iowa,"   Data processing, hosting, and other information services",Millions of current dollars,323,365.9,300,200.7,377.6,587.9,623.5,736.8,720,741.6,625.5,785.8,828.7,913.3,1036.5,796.7,817.3,981.1,1036.8,884.6,861.9,983.4,1073.4,1050.9,(NA)
Iowa,"  Finance, insurance, real estate, rental, and leasing",Millions of current dollars,13321,14287.1,15162.7,17982.2,18426,18790.4,21802.5,24930.3,28955.5,28039.5,33104.7,26788.8,27732.5,29468.7,30772.7,33658.7,32834.9,38060.7,42531.1,45168.1,43460.1,44679.7,46115.1,49758.6,52403.9
Iowa,   Finance and insurance,Millions of current dollars,5844.5,6606,6721.2,8910.8,8688.8,9197.7,11392.4,13944.9,16697.9,15501,19376.2,13025.1,13499.4,14603.5,15172.8,17262.1,15541.8,20576,24619.2,26799.2,24714.4,25700.4,26458.5,30149.3,32155.2
Iowa,"    Monetary Authorities- central bank, credit intermediation, and related services",Millions of current dollars,2023.6,2354.3,2596.7,2806.4,2835.9,3279.7,3395.1,3273.4,3521.2,3681.8,3738.3,3912.1,4076.6,4348.9,4810.6,5459.8,5436.2,5962.6,6280.3,6660.1,6883.3,7348.3,7487.8,8414.1,(NA)
Iowa,"    Securities, commodity contracts, and other financial investments and related activities",Millions of current dollars,278.7,227,259.4,262.6,335.8,314.3,318.3,340.5,398.2,451.7,381.9,202,427.8,439.2,414.4,566.2,648.8,574.8,576.1,679.4,747.2,832,836.6,859,(NA)
Iowa,    Insurance carriers and related activities,Millions of current dollars,3537.2,4017.4,3856.5,5830.7,5495.3,5585.5,7658.9,10308.3,12755.9,11345.4,15239.1,8876.7,8951.9,9789.9,9876.4,11183.9,9405.3,13952.5,17676.3,19410.9,17018.5,17378.5,18062.4,20796.6,(NA)
Iowa,"    Funds, trusts, and other financial vehicles",Millions of current dollars,5,7.3,8.6,11.2,21.8,18.2,20,22.6,22.5,22.1,16.9,34.2,43.1,25.4,71.5,52.1,51.5,86,86.5,48.8,65.4,141.6,71.7,79.6,(NA)
Iowa,   Real estate and rental and leasing,Millions of current dollars,7476.5,7681.1,8441.5,9071.3,9737.2,9592.7,10410.1,10985.4,12257.7,12538.6,13728.4,13763.7,14233.1,14865.1,15599.9,16396.6,17293.1,17484.7,17911.9,18368.9,18745.7,18979.3,19656.6,19609.2,20248.7
Iowa,    Real estate,Millions of current dollars,6953.5,7144.2,7774.5,8390.1,9028.7,8880,9691.6,10290.9,11515.3,11519.9,12542.3,12372,13284.1,13783.7,14604.3,15526.5,16072.7,16283.9,16567.7,17014.9,17574.1,17869,18565.7,18553.5,(NA)
Iowa,    Rental and leasing services and lessors of nonfinancial intangible assets,Millions of current dollars,523,537,667,681.2,708.5,712.7,718.5,694.4,742.4,1018.7,1186.1,1391.7,949,1081.4,995.6,870.1,1220.4,1200.8,1344.2,1354,1171.6,1110.3,1090.9,1055.7,(NA)
Iowa,  Professional and business services,Millions of current dollars,4070.1,4370.9,4631.3,4819.8,5176.7,5448.8,5866.8,6149.8,6601.8,7059.1,7858.4,8411.8,8337.7,8745.5,9180.9,9923.7,10115.5,10663.9,11207.6,11579.3,12075.6,12726.7,13199.9,13136.8,14510
Iowa,"   Professional, scientific, and technical services",Millions of current dollars,2253.1,2378.3,2527.5,2564.9,2719.1,2935.4,3010.4,3157,3285.1,3456.8,3800.3,4212.4,4197.8,4356.7,4600.8,4935.1,5057.1,5267.7,5597.6,5945.5,6216.1,6566.9,6679.9,6496.6,6954.1
Iowa,    Legal services,Millions of current dollars,532.2,553.9,575.4,602.2,636.6,681.6,728.5,764.7,775.4,806.9,855.9,980.2,915.9,877.2,904.5,935.4,940.9,961.2,1024.5,1073.5,1086.8,1115.1,1140.9,1125,(NA)
Iowa,    Computer systems design and related services,Millions of current dollars,261,319.7,335.4,275.7,339.2,335,374.9,393.3,430.8,482,560.1,591.2,645.8,776.8,888.6,974.9,1037.9,1109.4,1145.3,1259.7,1432.3,1522.9,1524.8,1450.3,(NA)
Iowa,"    Miscellaneous professional, scientific, and technical services",Millions of current dollars,1459.9,1504.7,1616.7,1687,1743.3,1918.7,1907.1,1999,2079,2168,2384.2,2640.9,2636.2,2702.7,2807.8,3024.8,3078.3,3197,3427.8,3612.3,3697.1,3929,4014.1,3921.3,(NA)
Iowa,   Management of companies and enterprises,Millions of current dollars,404,415.1,451.7,463,531.2,579.9,792.4,865.3,1021,1150.3,1311.9,1309.7,1329.9,1351.5,1499.9,1737.9,1775.2,1972,2157.6,2166.2,2204.7,2285,2498.8,2712.5,3011.2
Iowa,   Administrative and support and waste management and remediation services,Millions of current dollars,1412.9,1577.5,1652.1,1791.9,1926.5,1933.6,2064,2127.4,2295.8,2451.9,2746.2,2889.7,2809.9,3037.2,3080.2,3250.7,3283.2,3424.3,3452.4,3467.6,3654.7,3874.9,4021.3,3927.7,4544.7
